web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699700893-579","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","ICC doubles prize money for winners of Women’s Cricket World Cup","https://www.insidethegames.biz/articles/1119361/icc-doubles-prize-money-world-cup","Bangladesh will be making their 50-over World Cup debut while India and the West Indies are the only other teams to have featured in a final.","The International Cricket Council (ICC) has doubled the prize money for the winners of the Women's Cricket World Cup to $1.32 million (£975,000/€1.15 million)."
"1699700898-580","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","The Swiss company will be supporting the OCA during the Asian Games in Aichi and Nagoya in 2026 and all future editions of the Games thereafter.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-581","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","The exclusive partner will be providing OCA and the Organising Committees with IT and digital platform solutions.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-582","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","These are expected to include the Games' management system, result-management system, OCA channel, online store and overlay of virtual TV graphics.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-583","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","Standardising IT solutions across all editions of the Asian Games was the main reason why OCA decided to partner with Bornan, according to OCA director general Husain Al-Musallam.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-584","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","""We are delighted to be part of the OCA family in this long-term agreement to address the digital transformation of the Asian Games,"" said Mohammed Khalifa Al-Sawaidi, chairman of Bornan.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-585","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","The 19th and next edition of the Asian Games is set to be held in Hangzhou in China from September 10 to 25 this year.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-586","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","The OCA already has three further hosts in place after that.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700898-587","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","OCA standardises Asian Games IT solutions as Bornan signs on as partner","https://www.insidethegames.biz/articles/1119352/oca-bornan-it-solutions-partnership","Following Aichi-Nagoya 2026, Qatari capital Doha is set to stage the 2030 edition and Saudi Arabia's capital Riyadh is the 20234 host.","The Olympic Council of Asia (OCA) has signed an agreement to make Bornan Sports Technologies its official information and technology solutions provider."
"1699700904-588","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","Indonesia had been identified last month as the replacement host after Vietnam's capital pulled out because of the coronavirus crisis.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-589","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","LADI needed to be declared compliant again by WADA before Indonesia could be awarded the event, however.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-590","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","Now that is has been, the ASEAN Para Sports Federation (APSF) officially approved Surakarta to host the Games, scheduled to take place from July 23 to 30, at the virtual 26th Board of Governors meeting, which was attended by all 10 member nations.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-591","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","The city hosted the ASEAN Para Games previously in 2011.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-592","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","""After careful deliberation and consideration, majority of the Board reached a decision to officially award Indonesia the hosting job following decision by the World Anti-Doping Agency (WADA) to remove Indonesia from its non-compliance list earlier this month,"" said Board chairman H.E. Yi Veasna.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-593","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","""It's important for us to move forward in one voice as our main priority is to ensure that the Games remains relevant to the ASEAN Paralympic fraternity in many more years to come.""","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-594","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","LADI had been placed on the non-compliance list by WADA over ""non-conformities"" in its testing programme, which meant that Indonesia was barred from hosting international sporting events.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-595","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","It was removed from the list earlier this month.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-596","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","The proposed sports for the ASEAN Para Games include archery, athletics, badminton, boccia, cerebral palsy football, chess, goalball, judo, powerlifting, table tennis, swimming, wheelchair basketball, wheelchair tennis and volleyball.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-597","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","APSF President Major General Osoth Bhavilai urged all member nations to support Indonesia in hosting the Games.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-598","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","The motion to hold an election for the APSF Executive Committee during the Games was also agreed during the Board meeting.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700904-599","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Indonesia approved as 2022 ASEAN Para Games host after WADA events ban lifted","https://www.insidethegames.biz/articles/1119414/asean-para-games-solo-host","An update on the 12th ASEAN Para Games in Phnom Penh in Cambodia was given too.","Surakarta in Indonesia has formally replaced Hanoi as host of the Association of Southeast Asian Nations (ASEAN) Para Games this year after the Indonesian Anti-Doping Agency (LADI) was removed from the World Anti-Doping Agency (WADA) non-compliance list."
"1699700909-600","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","The tournament, due to conclude on February 24, forms half of the final stage of the qualification process for the International Cricket Council (ICC) World Cup in Australia later this year.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-601","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Test-playing nation Ireland will face a good fight from in-form UAE, Oman and Nepal, while it will be interesting to see if the likes of Germany or Canada can spring a surprise.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-602","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Oman, who qualified for this tournament after being eliminated in the first round of the T20 World Cup in 2021, are pitted against Nepal, Canada and the Philippines in Group A, and will hope to make the most of home conditions.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-603","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""We are happy with our preparations and the win against the in-form UAE team in the concluding game of the quadrangular T20 series was a big motivation for us,"" said Oman captain Zeeshan Maqsood.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-604","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""We have made it to two successive T20 World Cups, and I am hopeful that we can make it a hat-trick,"" added the ICC Men’s Associate Cricketer of the Year for 2021.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-605","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","In Group B, favourites Ireland will be up against the UAE, Germany and Bahrain. T","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-606","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","his will mark the first time Germany and the Philippines will play at a global qualifier.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-607","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Ahead of the qualifier, Ireland skipper Andrew Balbirnie said that his team deservs to play the World Cup but will not take Qualifier A for granted.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-608","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""But we know that when we play well, we can beat any team,"" Balbirnie said.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-609","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""The short and sharp format of the game leaves less scope for complacency.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-610","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""There are not many occasions when we get the favourite tag.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-611","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""So, I am happy to have it.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-612","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","""Usually, it has been the other way round when we, as underdogs, have upset some of the top teams.""","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-613","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Two teams will progress from each round-robin group, and the winners of the semi-finals qualify for the T20 World Cup in Australia.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-614","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Hosts Oman take on Nepal in the opener on February 18.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700909-615","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Ireland and Oman seek to live up to favourites tag and secure T20 World Cup berths","https://www.insidethegames.biz/articles/1119408/icc-t20-world-cup-qualifier-a","Qualifier B, set to be held in Harare in Zimbabwe from July 11 to 17, will feature Zimbabwe, Hong Kong, Jersey, The Netherlands, Papua New Guinea, Singapore, Uganda and the United States.","Eight teams - Ireland, Nepal, the United Arab Emirates, Canada, Germany, the Philippines, Bahrain, and hosts Oman - will vie for two spots at the Men’s T20 World Cup in a qualifier starting tomorrow."
"1699700913-616","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","World number 13 Lakshya Sen started the proceedings well for India as he beat world number 17 Lee Cheuk Yiu 21-19, 21-10 in Malaysia.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-617","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","However, Hong Kong managed give an instant response when doubles pair Law Cheuk Him and Lee Chun Hei Reginald bagged a thrilling 20-22, 21-15, 21-18 win over Manjit Singh Khwairakpam and Dingku Singh Konthoujam.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-618","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","Hong Kong managed to build on the momentum as Chan Yin Chak edged past Kiran George 13-21, 21-17, 9-21.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-619","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","Hariharan Amsakarunan and Ruban Kumar Rethinasabapathi Kumar swung the tie back in India’s favour as the duo got the better of Chow Hin Long and Lui Chun Wai 21-17, 21-16.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-620","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","The decider turned out be a nail-biter as Mithun Manjunath saw off Jason Gunawan 21-14, 17-21, 21-11 to seal the tie.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-621","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","The Indian men’s team can qualify for the semi-finals with an outright win over Indonesia, provided South Korea lose to Hong Kong.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-622","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","If both teams win on Friday, the team with more individual match wins will go ahead.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-623","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","In Group B, Japan went down to Singapore 2-3 while Malaysia eased past Kazakhstan 5-0.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-624","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","Among women, Indonesia beat South Korea 3-2 to win Group Z and qualified for the semi-finals.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-625","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","Gregoria Mariska Tunjung opened with a 21-6, 21-18 victory over Sim Yu-jin to give Indonesia the lead.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-626","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","However, South Korea pulled one back as Baek Ha-na and Seong Seung-yeon, via a score of 20-22, 19-21, got the better of Febriana Dwipuji Kusuma and Amalia Cahaya Pratiwi.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-627","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","South Korea looked like they found some rhythm as Lee Se-yeon beat Putri Kusuma Wardani 16-21, 19 -21 in the second singles match to turn the tie in their favour.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-628","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","But their joy did not last for long as Nita Violina Marwah and Lanny Tria Mayasari managed to equalise as they overcame the challenge from Kim Min-ji and Lee Seo-jin to win 21-16, 22-20.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-629","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","In the decider, Stephanie Widjaja posted a convincing 21-11, 21-13 win over Kim Joo-eun in 35 minutes to finish the tie.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700913-630","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","India men edge Hong Kong, Indonesia women top group at Badminton Asia Team Championships","https://www.insidethegames.biz/articles/1119424/badminton-asia-team-indonesia-india","In the other Group Z match, Hong Kong managed to thrash Kazakhstan 5-0.","The Indian men's team bounced back from an opening-day defeat against South Korea to beat Hong Kong 3-2 in a Group A fixture at the Badminton Asia Team Championships in Shah Alam today."
"1699700918-631","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Specialising in medical diagnosis outsourcing services, the company will play a major role in detecting COVID-19 at the 19th Asian Games.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-632","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","The deal should benefit the Organising Committee, which has faced several barriers in preparing for the Asian Games because of the pandemic.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-633","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Construction of venues was halted for several weeks in Hangzhou in the early stages of the coronavirus outbreak, although organisers insist all facilities will be completed with time to spare.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-634","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Hangzhou 2022 has the Tokyo 2020 and Beijing 2022 Olympic Games, which happened before the Asian Games, to help it understand how to tackle the challenges posed by the virus.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-635","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","In fact, a four-member team even travelled to Tokyo to observe pandemic measures at the Olympics.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-636","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Overall, there will be 41 designated hospitals, a polyclinic in the Athletes' Village, 200 athlete medical stations, 60 medical stations for spectators, 131 ambulances, three medical helicopters and 1,563 health workers set aside for the Asian Games.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-637","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Despite the closed-loop management system introduced to curb the spread of COVID-19, 435 positive cases have so far been reported a the Winter Olympics, with nearly 1.6 million tests having been carried out.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
